DATE,PERSON_NUMBER
2022-03-18 11:51:00,0
2022-03-18 12:50:00,1
2022-03-18 12:50:00,2
2022-03-18 12:50:00,3
2022-03-18 12:50:00,4
2022-03-18 14:18:00,3
2022-03-18 14:24:00,2
2022-03-18 14:35:00,1
2022-03-18 14:35:00,2
2022-03-18 14:43:00,3
2022-03-18 15:23:00,2
2022-03-18 15:25:00,3
2022-03-18 15:56:00,2
2022-03-18 16:03:00,3
2022-03-18 16:17:00,4
2022-03-18 16:47:00,3
2022-03-18 16:51:00,4
2022-03-18 16:52:00,3
2022-03-18 16:57:00,4
2022-03-18 16:57:00,3
2022-03-18 17:02:00,4
2022-03-18 17:11:00,3
2022-03-18 17:14:00,2
2022-03-18 17:30:00,1
2022-03-18 17:32:00,2
2022-03-18 18:11:00,1
2022-03-18 18:11:00,0
2022-03-18 18:34:00,1
2022-03-18 18:34:00,2
2022-03-18 19:05:00,1
2022-03-18 19:11:00,2
2022-03-18 19:14:00,1
2022-03-18 19:16:00,2
2022-03-18 20:24:00,1
2022-03-18 20:31:00,2
2022-03-18 21:26:00,1
2022-03-18 21:46:00,2
2022-03-18 22:02:00,1
2022-03-18 22:02:00,0
2022-03-19 09:54:00,1
2022-03-19 10:46:00,0
2022-03-19 11:00:00,1
2022-03-19 12:29:00,0
2022-03-19 12:56:00,1
2022-03-19 13:29:00,0
2022-03-19 13:35:00,1
2022-03-19 13:37:00,2
2022-03-19 14:39:00,1
2022-03-19 18:42:00,0
2022-03-21 08:46:00,1
2022-03-21 08:52:00,2
2022-03-21 10:20:00,1
2022-03-21 11:24:00,2
2022-03-21 11:24:00,3
2022-03-21 11:24:00,4
2022-03-21 11:25:00,3
2022-03-21 11:25:00,4
2022-03-21 12:02:00,3
2022-03-21 12:02:00,2
2022-03-21 12:02:00,1
2022-03-21 12:02:00,0
2022-03-21 12:58:00,1
2022-03-21 12:58:00,2
2022-03-21 12:58:00,3
2022-03-21 12:58:00,4
2022-03-21 13:05:00,3
2022-03-21 13:07:00,4
2022-03-21 14:04:00,3
2022-03-21 14:04:00,4
2022-03-21 14:06:00,3
2022-03-21 14:17:00,4
2022-03-21 14:19:00,3
2022-03-21 14:21:00,4
2022-03-21 15:30:00,3
2022-03-21 15:37:00,4
2022-03-21 17:05:00,3
2022-03-21 17:06:00,4
2022-03-21 17:14:00,3
2022-03-21 17:17:00,4
2022-03-21 17:20:00,3
2022-03-21 17:21:00,2
2022-03-21 17:28:00,3
2022-03-21 18:01:00,4
2022-03-21 18:16:00,3
2022-03-21 18:16:00,2
2022-03-21 18:18:00,3
2022-03-21 18:23:00,4
2022-03-21 18:25:00,5
2022-03-21 19:07:00,4
2022-03-21 19:07:00,3
2022-03-21 19:07:00,2
2022-03-21 19:07:00,1
2022-03-21 19:07:00,0
2022-03-21 20:05:00,1
2022-03-21 20:05:00,2
2022-03-21 20:05:00,3
2022-03-21 20:05:00,4
2022-03-21 20:36:00,3
2022-03-21 20:39:00,4
2022-03-21 20:45:00,3
2022-03-21 20:48:00,4
2022-03-21 21:18:00,3
2022-03-21 21:58:00,2
2022-03-21 22:00:00,1
2022-03-21 22:21:00,0
2022-03-22 09:24:00,1
2022-03-22 10:12:00,2
2022-03-22 11:16:00,1
2022-03-22 11:28:00,2
2022-03-22 11:43:00,3
2022-03-22 11:49:00,2
2022-03-22 11:49:00,1
2022-03-22 11:49:00,0
2022-03-22 12:38:00,1
2022-03-22 12:38:00,2
2022-03-22 12:38:00,3
2022-03-22 13:49:00,2
2022-03-22 13:59:00,3
2022-03-22 14:14:00,2
2022-03-22 14:21:00,3
2022-03-22 15:44:00,2
2022-03-22 15:55:00,3
2022-03-22 16:08:00,2
2022-03-22 16:15:00,3
2022-03-22 16:56:00,2
2022-03-22 16:56:00,3
2022-03-22 16:58:00,4
2022-03-22 17:38:00,3
2022-03-22 17:38:00,2
2022-03-22 17:45:00,1
2022-03-22 18:01:00,0
2022-03-22 18:53:00,1
2022-03-22 18:58:00,0
2022-03-22 19:00:00,1
2022-03-22 20:23:00,0
2022-03-23 08:41:00,1
2022-03-23 08:50:00,2
2022-03-23 08:54:00,3
2022-03-23 09:33:00,2
2022-03-23 09:34:00,3
2022-03-23 09:38:00,4
2022-03-23 09:44:00,3
2022-03-23 09:48:00,4
2022-03-23 10:15:00,3
2022-03-23 10:16:00,2
2022-03-23 10:16:00,3
2022-03-23 10:43:00,4
2022-03-23 10:46:00,5
2022-03-23 10:46:00,4
2022-03-23 10:46:00,5
2022-03-23 12:03:00,4
2022-03-23 12:03:00,3
2022-03-23 12:04:00,2
2022-03-23 12:04:00,1
2022-03-23 12:04:00,0
2022-03-23 13:03:00,1
2022-03-23 13:03:00,2
2022-03-23 13:03:00,3
2022-03-23 13:03:00,4
2022-03-23 13:03:00,5
2022-03-23 13:04:00,4
2022-03-23 13:09:00,5
2022-03-23 13:41:00,4
2022-03-23 13:41:00,5
2022-03-23 13:52:00,4
2022-03-23 13:55:00,5
2022-03-23 14:01:00,4
2022-03-23 14:08:00,3
2022-03-23 14:10:00,4
2022-03-23 14:26:00,5
2022-03-23 14:56:00,4
2022-03-23 14:58:00,5
2022-03-23 15:04:00,4
2022-03-23 15:18:00,3
2022-03-23 15:25:00,2
2022-03-23 15:26:00,3
2022-03-23 15:27:00,4
2022-03-23 15:30:00,5
2022-03-23 15:45:00,4
2022-03-23 15:45:00,3
2022-03-23 15:45:00,4
2022-03-23 15:49:00,5
2022-03-23 15:49:00,4
2022-03-23 15:51:00,5
2022-03-23 16:16:00,4
2022-03-23 16:17:00,3
2022-03-23 16:35:00,2
2022-03-23 16:38:00,3
2022-03-23 16:42:00,4
2022-03-23 17:18:00,3
2022-03-23 17:25:00,4
2022-03-23 17:58:00,3
2022-03-23 18:01:00,4
2022-03-23 18:05:00,3
2022-03-23 18:05:00,2
2022-03-23 18:05:00,1
2022-03-23 18:48:00,2
2022-03-23 18:48:00,3
2022-03-23 18:51:00,2
2022-03-23 18:53:00,3
2022-03-23 19:55:00,2
2022-03-23 20:21:00,1
2022-03-23 20:24:00,2
2022-03-23 20:25:00,3
2022-03-23 21:30:00,2
2022-03-23 22:47:00,1
2022-03-23 23:16:00,0
2022-03-24 09:07:00,1
2022-03-24 09:10:00,0
2022-03-24 09:15:00,1
2022-03-24 09:41:00,2
2022-03-24 10:03:00,3
2022-03-24 10:10:00,2
2022-03-24 10:18:00,3
2022-03-24 10:29:00,2
2022-03-24 10:49:00,1
2022-03-24 10:52:00,2
2022-03-24 11:35:00,3
2022-03-24 11:46:00,4
2022-03-24 11:48:00,3
2022-03-24 11:50:00,4
2022-03-24 11:53:00,3
2022-03-24 11:59:00,2
2022-03-24 11:59:00,1
2022-03-24 12:36:00,2
2022-03-24 12:54:00,3
2022-03-24 12:54:00,4
2022-03-24 12:54:00,5
2022-03-24 12:55:00,4
2022-03-24 12:57:00,5
2022-03-24 12:58:00,4
2022-03-24 14:13:00,3
2022-03-24 14:15:00,4
2022-03-24 14:46:00,3
2022-03-24 14:48:00,4
2022-03-24 15:06:00,5
2022-03-24 15:17:00,4
2022-03-24 15:39:00,3
2022-03-24 15:48:00,2
2022-03-24 15:55:00,3
2022-03-24 15:56:00,4
2022-03-24 15:57:00,3
2022-03-24 15:59:00,4
2022-03-24 16:21:00,3
2022-03-24 16:24:00,4
2022-03-24 17:39:00,3
2022-03-24 17:39:00,2
2022-03-24 17:39:00,1
2022-03-24 17:47:00,0
2022-03-24 17:59:00,1
2022-03-24 17:59:00,2
2022-03-24 17:59:00,3
2022-03-24 18:27:00,2
2022-03-24 18:31:00,3
2022-03-24 18:52:00,2
2022-03-24 19:36:00,1
2022-03-24 19:39:00,0
2022-03-24 19:42:00,1
2022-03-24 19:42:00,0
2022-03-24 19:42:00,1
2022-03-24 20:33:00,2
2022-03-24 22:18:00,1
2022-03-24 22:18:00,0
2022-03-25 09:09:00,1
2022-03-25 09:48:00,0
2022-03-25 09:54:00,1
2022-03-25 10:12:00,2
2022-03-25 10:29:00,3
2022-03-25 10:36:00,2
2022-03-25 10:38:00,3
2022-03-25 10:38:00,4
2022-03-25 11:25:00,3
2022-03-25 11:40:00,4
2022-03-25 11:58:00,3
2022-03-25 11:58:00,2
2022-03-25 11:58:00,1
2022-03-25 12:23:00,2
2022-03-25 12:28:00,1
2022-03-25 12:55:00,2
