DATE,PM10,PM2.5,O3,NO2,CO,SO2
07-01-01,46,45,0.024,0.023,0.6,0.002
07-01-02,48,42,0.020,0.020,0.6,0.002
07-01-03,50,39,0.016,0.019,0.6,0.002
07-01-04,43,37,0.014,0.018,0.6,0.001
07-01-05,38,26,0.018,0.016,0.5,0.001
07-01-06,27,23,0.020,0.016,0.5,0.001
07-01-07,29,28,0.008,0.026,0.6,0.001
07-01-08,33,23,0.011,0.026,0.6,0.002
07-01-09,36,21,0.021,0.020,0.5,0.002
07-01-10,30,21,0.038,0.014,0.5,0.002
07-01-11,28,25,0.057,0.011,0.5,0.001
07-01-12,35,27,0.072,0.008,0.4,0.001
07-01-13,42,31,0.075,0.007,0.4,0.001
07-01-14,33,34,0.081,0.007,0.4,0.001
07-01-15,38,34,0.083,0.009,0.4,0.001
07-01-16,39,34,0.091,0.010,0.4,0.002
07-01-17,58,48,0.112,0.016,0.5,0.002
07-01-18,73,61,0.143,0.022,0.6,0.002
07-01-19,81,74,0.121,0.018,0.6,0.002
07-01-20,55,50,0.090,0.020,0.6,0.002
07-01-21,50,46,0.076,0.018,0.6,0.002
07-01-22,44,37,0.062,0.020,0.6,0.001
07-01-23,36,38,0.049,0.023,0.6,0.001
07-01-24,54,42,0.024,0.039,0.7,0.001
07-02-01,47,43,0.018,0.038,0.6,0.001
07-02-02,42,36,0.017,0.034,0.6,0.001
07-02-03,39,33,0.028,0.019,0.5,0.001
07-02-04,22,28,0.032,0.011,0.5,0.001
07-02-05,33,22,0.025,0.014,0.5,0.001
07-02-06,20,25,0.026,0.015,0.4,0.001
07-02-07,22,16,0.027,0.015,0.4,0.002
07-02-08,27,19,0.023,0.020,0.5,0.002
07-02-09,29,24,0.018,0.025,0.5,0.002
07-02-10,71,68,0.019,0.023,0.5,0.002
07-02-11,45,36,0.029,0.018,0.5,0.002
07-02-12,42,20,0.039,0.015,0.5,0.002
07-02-13,35,32,0.050,0.012,0.4,0.002
07-02-14,28,19,0.061,0.010,0.4,0.002
07-02-15,31,16,0.067,0.008,0.4,0.001
07-02-16,43,27,0.066,0.010,0.4,0.001
07-02-17,34,25,0.062,0.016,0.4,0.001
07-02-18,33,28,0.068,0.013,0.4,0.002
07-02-19,31,25,0.063,0.016,0.4,0.002
07-02-20,31,28,0.052,0.015,0.4,0.002
07-02-21,30,25,0.044,0.020,0.5,0.002
07-02-22,24,20,0.037,0.024,0.5,0.002
07-02-23,31,20,0.034,0.021,0.5,0.002
07-02-24,22,17,0.036,0.015,0.5,0.002
07-03-01,24,19,0.033,0.013,0.5,0.002
07-03-02,24,19,0.030,0.013,0.5,0.002
07-03-03,15,13,0.028,0.012,0.4,0.002
07-03-04,16,20,0.026,0.010,0.4,0.002
07-03-05,17,14,0.026,0.008,0.4,0.002
07-03-06,15,12,0.025,0.009,0.4,0.002
07-03-07,15,8,0.025,0.010,0.4,0.002
