DATE,PM10,PM2.5,O3,NO2,CO,SO2
10-01-01,50,33,0.001,0.050,0.8,0.003
10-01-02,51,26,0.003,0.046,0.8,0.003
10-01-03,54,33,0.028,0.018,0.6,0.003
10-01-04,50,34,0.027,0.016,0.6,0.003
10-01-05,45,32,0.029,0.014,0.6,0.004
10-01-06,39,26,0.025,0.015,0.6,0.004
10-01-07,38,28,0.021,0.018,0.6,0.004
10-01-08,39,25,0.015,0.023,0.6,0.003
10-01-09,35,18,0.017,0.022,0.6,0.004
10-01-10,38,10,0.018,0.023,0.6,0.004
10-01-11,38,19,0.015,0.027,0.7,0.004
10-01-12,44,31,0.011,0.030,0.7,0.004
10-01-13,45,34,0.011,0.032,0.7,0.003
10-01-14,44,37,0.025,0.025,0.6,0.004
10-01-15,35,30,0.016,0.031,0.7,0.004
10-01-16,37,28,0.012,0.033,0.7,0.003
10-01-17,33,25,0.011,0.034,0.7,0.003
10-01-18,25,18,0.012,0.030,0.7,0.003
10-01-19,27,18,0.016,0.026,0.6,0.003
10-01-20,31,23,0.016,0.026,0.6,0.003
10-01-21,29,24,0.025,0.017,0.6,0.003
10-01-22,24,17,0.029,0.015,0.5,0.003
10-01-23,20,10,0.030,0.012,0.5,0.003
10-01-24,12,6,0.031,0.010,0.5,0.003
10-02-01,13,3,0.029,0.010,0.5,0.003
10-02-02,14,4,0.028,0.010,0.5,0.003
10-02-03,9,7,0.029,0.008,0.5,0.003
10-02-04,7,6,0.029,0.008,0.5,0.003
10-02-05,5,5,0.026,0.010,0.5,0.002
10-02-06,8,3,0.025,0.011,0.5,0.003
10-02-07,8,5,0.025,0.011,0.5,0.003
10-02-08,8,4,0.020,0.016,0.6,0.003
10-02-09,6,3,0.013,0.025,0.6,0.003
10-02-10,10,3,0.020,0.020,0.6,0.003
10-02-11,18,3,0.024,0.018,0.5,0.003
10-02-12,13,3,0.036,0.011,0.5,0.003
10-02-13,11,3,0.042,0.010,0.4,0.003
10-02-14,9,3,0.043,0.011,0.4,0.003
10-02-15,20,7,0.043,0.010,0.5,0.003
10-02-16,32,4,0.043,0.011,0.5,0.003
10-02-17,29,10,0.046,0.013,0.5,0.003
10-02-18,22,,0.048,0.016,0.5,0.003
10-02-19,20,,0.033,0.030,0.5,0.003
10-02-20,20,,0.019,0.036,0.6,0.003
10-02-21,26,22,0.010,0.044,0.7,0.003
10-02-22,36,26,0.018,0.032,0.7,0.003
10-02-23,45,25,0.025,0.021,0.6,0.003
10-02-24,45,22,0.018,0.026,0.7,0.003
10-03-01,48,19,0.010,0.033,0.7,0.003
10-03-02,53,15,0.017,0.023,0.6,0.003
10-03-03,45,17,0.021,0.017,0.5,0.003
10-03-04,40,13,0.018,0.019,0.5,0.003
10-03-05,37,14,0.016,0.019,0.5,0.003
10-03-06,32,11,0.015,0.020,0.5,0.003
10-03-07,32,11,0.015,0.021,0.4,0.003
10-03-08,31,8,0.013,0.022,0.5,0.003
10-03-09,27,4,0.015,0.021,0.5,0.003
10-03-10,27,3,0.015,0.022,0.5,0.003
10-03-11,38,3,0.015,0.022,0.5,0.003
10-03-12,33,4,0.016,0.021,0.5,0.003
10-03-13,31,5,0.019,0.020,0.5,0.003
10-03-14,35,3,0.021,0.020,0.5,0.003
10-03-15,36,12,0.026,0.018,0.5,0.003
10-03-16,32,16,0.029,0.019,0.5,0.003
10-03-17,39,30,0.029,0.019,0.5,0.003
10-03-18,43,29,0.029,0.017,0.5,0.003
10-03-19,39,26,0.028,0.015,0.5,0.003
10-03-20,37,23,0.028,0.015,0.5,0.004
10-03-21,48,21,0.021,0.020,0.5,0.004
10-03-22,57,14,0.017,0.023,0.5,0.004
10-03-23,48,13,0.020,0.018,0.5,0.003
10-03-24,40,15,0.021,0.016,0.5,0.003
10-04-01,42,16,0.022,0.014,0.5,0.003
10-04-02,42,20,0.024,0.011,0.5,0.003
10-04-03,37,16,0.024,0.009,0.4,0.003
10-04-04,35,13,0.023,0.009,0.4,0.003
10-04-05,34,14,0.022,0.009,0.4,0.003
10-04-06,31,11,0.021,0.009,0.4,0.003
