DATE,PM10,PM2.5,O3,NO2,CO,SO2
04-01-01,68,33,0.002,0.065,0.9,0.003
04-01-02,73,33,0.002,0.067,0.9,0.003
04-01-03,60,43,0.002,0.059,0.8,0.003
04-01-04,46,25,0.008,0.047,0.6,0.002
04-01-05,41,25,0.015,0.038,0.5,0.003
04-01-06,38,17,0.026,0.028,0.4,0.004
04-01-07,39,15,0.021,0.037,0.5,0.004
04-01-08,41,13,0.022,0.036,0.5,0.004
04-01-09,37,9,0.028,0.031,0.5,0.004
04-01-10,49,12,0.040,0.021,0.4,0.003
04-01-11,48,10,0.043,0.020,0.4,0.003
04-01-12,54,13,0.050,0.014,0.4,0.003
04-01-13,63,21,0.056,0.011,0.4,0.003
04-01-14,52,15,0.057,0.012,0.4,0.003
04-01-15,52,11,0.057,0.012,0.4,0.003
04-01-16,64,16,0.059,0.010,0.4,0.002
04-01-17,70,20,0.058,0.010,0.4,0.002
04-01-18,64,20,0.056,0.010,0.4,0.002
04-01-19,59,19,0.053,0.012,0.4,0.002
04-01-20,60,23,0.050,0.013,0.4,0.002
04-01-21,52,16,0.050,0.011,0.4,0.002
04-01-22,51,18,0.051,0.011,0.4,0.002
04-01-23,41,12,0.050,0.012,0.4,0.002
04-01-24,44,14,0.050,0.009,0.4,0.002
04-02-01,45,11,0.052,0.007,0.3,0.002
04-02-02,44,13,0.051,0.007,0.3,0.002
04-02-03,44,9,0.052,0.006,0.3,0.002
04-02-04,41,12,0.052,0.006,0.3,0.002
04-02-05,46,11,0.050,0.006,0.3,0.002
04-02-06,44,12,0.047,0.009,0.3,0.002
04-02-07,45,11,0.040,0.017,0.3,0.002
04-02-08,38,7,0.038,0.020,0.3,0.002
04-02-09,42,10,0.039,0.019,0.4,0.003
04-02-10,40,4,0.045,0.014,0.3,0.002
04-02-11,38,4,0.045,0.014,0.4,0.003
04-02-12,42,9,0.046,0.014,0.4,0.003
04-02-13,46,9,0.049,0.013,0.4,0.003
04-02-14,48,21,0.052,0.014,0.4,0.003
04-02-15,48,19,0.056,0.012,0.4,0.003
04-02-16,43,16,0.058,0.013,0.4,0.003
04-02-17,52,16,0.055,0.018,0.4,0.002
04-02-18,60,25,0.047,0.027,0.4,0.002
04-02-19,57,16,0.040,0.033,0.5,0.002
04-02-20,68,30,0.020,0.055,0.7,0.002
04-02-21,75,30,0.004,0.071,0.8,0.002
04-02-22,84,36,0.005,0.064,0.8,0.002
04-02-23,75,25,0.021,0.038,0.6,0.002
04-02-24,62,22,0.036,0.020,0.5,0.002
04-03-01,55,23,0.037,0.016,0.5,0.002
04-03-02,53,17,0.044,0.010,0.5,0.002
04-03-03,48,21,0.045,0.008,0.5,0.002
04-03-04,50,15,0.043,0.009,0.5,0.002
04-03-05,56,19,0.044,0.009,0.5,0.002
04-03-06,53,19,0.042,0.010,0.5,0.002
04-03-07,51,20,0.037,0.015,0.5,0.002
04-03-08,48,14,0.033,0.020,0.5,0.002
04-03-09,50,19,0.030,0.024,0.5,0.002
04-03-10,58,19,0.033,0.022,0.5,0.002
04-03-11,59,28,0.033,0.020,0.5,0.002
04-03-12,68,19,0.032,0.022,0.6,0.002
04-03-13,57,26,0.033,0.020,0.6,0.002
04-03-14,40,23,0.028,0.024,0.6,0.002
04-03-15,23,14,0.027,0.024,0.7,0.002
