DATE,PM10,PM2.5,O3,NO2,CO,SO2
02-01-01,26,18,0.002,0.057,0.9,0.003
02-01-02,36,24,0.002,0.057,1.0,0.003
02-01-03,32,25,0.002,0.053,1.0,0.003
02-01-04,31,23,0.002,0.050,0.9,0.003
02-01-05,31,25,0.002,0.046,0.9,0.003
02-01-06,38,28,0.002,0.046,0.9,0.003
02-01-07,34,23,0.002,0.053,0.9,0.003
02-01-08,43,32,0.002,0.059,0.9,0.004
02-01-09,43,35,0.002,0.060,1.0,0.004
02-01-10,55,32,0.003,0.061,1.1,0.004
02-01-11,50,25,0.019,0.030,0.8,0.007
02-01-12,48,19,0.026,0.019,0.6,0.005
02-01-13,41,10,0.030,0.015,0.6,0.004
02-01-14,32,10,0.029,0.020,0.6,0.004
02-01-15,46,18,0.028,0.021,0.7,0.005
02-01-16,45,20,0.023,0.028,0.6,0.005
02-01-17,45,17,0.022,0.028,0.6,0.005
02-01-18,45,32,0.015,0.037,0.6,0.004
02-01-19,36,22,0.013,0.038,0.6,0.003
02-01-20,32,19,0.010,0.041,0.6,0.003
02-01-21,30,12,0.012,0.038,0.6,0.003
02-01-22,40,7,0.011,0.036,0.6,0.003
02-01-23,36,13,0.015,0.029,0.6,0.003
02-01-24,34,12,0.012,0.033,0.6,0.003
02-02-01,41,5,0.014,0.029,0.6,0.003
02-02-02,35,8,0.015,0.028,0.6,0.003
02-02-03,31,12,0.021,0.019,0.6,0.002
02-02-04,26,8,0.021,0.018,0.5,0.002
02-02-05,22,12,0.017,0.023,0.6,0.003
02-02-06,26,9,0.016,0.024,0.6,0.003
02-02-07,26,14,0.005,0.044,0.6,0.003
02-02-08,32,15,0.002,0.054,0.8,0.004
02-02-09,44,13,0.003,0.052,0.8,0.004
02-02-10,37,12,0.005,0.048,0.8,0.004
02-02-11,30,,0.009,0.044,0.7,0.004
02-02-12,37,,0.012,0.038,0.7,0.004
02-02-13,45,,,,,
02-02-14,44,,,,,
02-02-15,35,,0.028,0.018,0.4,0.005
02-02-16,35,20,0.025,0.024,0.4,0.006
02-02-17,44,11,0.027,0.022,0.5,0.004
02-02-18,38,32,0.021,0.029,0.5,0.003
02-02-19,33,,0.013,0.039,0.6,0.003
02-02-20,34,,0.010,0.043,0.7,0.003
02-02-21,38,,0.009,0.046,0.8,0.003
02-02-22,44,24,0.013,0.040,0.7,0.003
02-02-23,34,23,0.007,0.048,0.7,0.003
02-02-24,32,15,0.011,0.042,0.6,0.003
02-03-01,35,15,0.018,0.030,0.5,0.003
02-03-02,37,20,0.025,0.019,0.5,0.003
02-03-03,44,25,0.020,0.024,0.6,0.003
02-03-04,46,32,0.010,0.033,0.7,0.003
02-03-05,53,34,0.004,0.038,0.7,0.003
02-03-06,47,32,0.004,0.037,0.6,0.003
02-03-07,48,34,0.002,0.047,0.7,0.003
02-03-08,44,30,0.002,0.056,0.9,0.003
02-03-09,49,30,0.002,0.059,1.0,0.003
02-03-10,54,27,0.003,0.053,1.0,0.003
02-03-11,56,20,0.007,0.047,0.8,0.004
02-03-12,64,23,0.018,0.039,0.7,0.006
02-03-13,83,42,0.025,0.033,0.7,0.007
02-03-14,86,55,0.027,0.038,0.7,0.008
02-03-15,92,37,0.037,0.030,0.6,0.009
02-03-16,85,,0.033,0.037,0.6,0.008
02-03-17,94,,0.027,0.043,0.6,0.007
02-03-18,87,75,0.023,0.044,0.6,0.005
02-03-19,64,,0.009,0.061,0.7,0.005
02-03-20,62,,0.002,0.074,0.9,0.005
02-03-21,63,,0.002,0.075,1.0,0.004
02-03-22,64,,0.002,0.078,1.2,0.004
02-03-23,65,61,0.002,0.082,1.3,0.004
02-03-24,79,61,0.002,0.084,1.4,0.004
02-04-01,76,67,0.002,0.080,1.4,0.003
02-04-02,88,72,0.002,0.074,1.4,0.003
02-04-03,76,59,0.002,0.066,1.3,0.003
02-04-04,81,56,0.002,0.069,1.5,0.003
02-04-05,73,56,0.002,0.066,1.3,0.003
02-04-06,68,50,0.002,0.062,1.2,0.003
02-04-07,60,49,0.002,0.070,1.4,0.004
02-04-08,97,58,0.002,0.074,1.4,0.003
02-04-09,86,53,0.002,0.061,1.1,0.003
02-04-10,98,68,0.003,0.057,1.1,0.004
02-04-11,108,71,0.005,0.053,1.0,0.008
02-04-12,113,70,0.007,0.053,1.0,0.007
02-04-13,118,63,0.008,0.056,1.0,0.006
02-04-14,110,71,0.008,0.055,0.9,0.008
02-04-15,112,69,0.006,0.062,0.9,0.009
02-04-16,106,76,0.005,0.067,1.0,0.007
02-04-17,124,78,0.004,0.067,0.9,0.007
02-04-18,123,90,0.002,0.072,1.0,0.006
02-04-19,120,90,0.002,0.072,1.1,0.006
02-04-20,114,84,0.002,0.072,1.1,0.005
02-04-21,134,79,0.002,0.065,1.0,0.005
02-04-22,121,81,0.002,0.063,1.0,0.005
02-04-23,103,85,0.002,0.064,1.0,0.004
02-04-24,96,75,0.002,0.062,1.0,0.004
02-05-01,106,79,0.003,0.056,0.9,0.005
02-05-02,101,75,0.009,0.046,0.9,0.004
02-05-03,91,68,0.002,0.059,1.0,0.005
02-05-04,95,70,0.002,0.060,1.1,0.004
02-05-05,90,66,0.002,0.059,1.1,0.004
02-05-06,92,59,0.002,0.060,1.1,0.005
02-05-07,92,57,0.002,0.061,1.1,0.005
02-05-08,91,53,0.002,0.060,1.1,0.005
02-05-09,88,71,0.002,0.054,1.1,0.006
02-05-10,85,71,0.003,0.058,1.2,0.006
02-05-11,75,55,0.007,0.050,0.9,0.004
02-05-12,49,20,0.014,0.034,0.7,0.003
02-05-13,40,24,0.013,0.032,0.6,0.003
02-05-14,25,14,0.010,0.036,0.6,0.004
02-05-15,28,18,0.009,0.035,0.6,0.004
02-05-16,23,18,0.010,0.034,0.6,0.003
02-05-17,18,11,0.013,0.031,0.6,0.003
02-05-18,54,12,0.016,0.031,0.6,0.003
02-05-19,38,,0.022,0.028,0.9,0.003
02-05-20,77,58,0.022,0.032,1.0,0.004
02-05-21,90,77,0.011,0.046,1.2,0.004
02-05-22,114,92,0.016,0.042,1.1,0.004
02-05-23,99,73,0.029,0.022,0.7,0.004
02-05-24,59,39,0.032,0.017,0.6,0.004
02-06-01,53,28,0.030,0.017,0.6,0.004
02-06-02,60,43,0.029,0.017,0.6,0.004
02-06-03,56,37,0.029,0.016,0.6,0.004
02-06-04,51,38,0.028,0.017,0.6,0.004
02-06-05,52,36,0.025,0.019,0.6,0.004
02-06-06,49,32,0.025,0.019,0.5,0.004
02-06-07,40,26,0.016,0.032,0.5,0.004
02-06-08,41,30,0.011,0.040,0.5,0.004
02-06-09,39,26,0.012,0.040,0.5,0.004
02-06-10,45,24,0.020,0.029,0.5,0.004
02-06-11,46,18,0.024,0.024,0.5,0.004
02-06-12,46,17,0.024,0.024,0.5,0.004
02-06-13,49,,,,,
02-06-14,52,,,,,
02-06-15,52,19,0.028,0.025,0.4,0.004
02-06-16,54,22,0.024,0.030,0.4,0.005
02-06-17,49,12,0.019,0.035,0.4,0.004
02-06-18,53,13,0.018,0.035,0.4,0.004
02-06-19,38,,0.013,0.041,0.5,0.004
02-06-20,31,,0.005,0.053,0.5,0.004
02-06-21,28,,0.008,0.048,0.5,0.004
02-06-22,24,18,0.014,0.035,0.5,0.003
02-06-23,26,8,0.012,0.038,0.5,0.003
02-06-24,29,10,0.007,0.044,0.5,0.003
02-07-01,27,13,0.007,0.040,0.5,0.003
02-07-02,30,17,0.009,0.037,0.5,0.003
02-07-03,26,18,0.009,0.037,0.5,0.003
02-07-04,31,18,0.007,0.040,0.5,0.003
02-07-05,26,13,0.006,0.040,0.5,0.003
02-07-06,30,21,0.002,0.047,0.6,0.003
02-07-07,38,25,0.002,0.055,0.7,0.004
02-07-08,41,27,0.002,0.056,0.8,0.004
02-07-09,42,22,0.002,0.054,0.9,0.004
02-07-10,38,19,0.003,0.053,0.9,0.004
02-07-11,40,22,0.004,0.052,0.8,0.007
02-07-12,40,13,0.012,0.038,0.6,0.007
02-07-13,42,17,0.011,0.040,0.6,0.006
02-07-14,59,30,0.009,0.046,0.6,0.006
02-07-15,68,29,0.008,0.049,0.6,0.008
02-07-16,70,51,0.006,0.055,0.7,0.006
02-07-17,55,33,0.005,0.056,0.6,0.006
02-07-18,80,49,0.002,0.064,0.7,0.008
02-07-19,74,37,0.002,0.067,0.9,0.006
02-07-20,64,39,0.002,0.065,0.8,0.007
02-07-21,65,34,0.002,0.061,0.8,0.006
02-07-22,62,37,0.002,0.060,0.8,0.005
02-07-23,58,27,0.002,0.062,0.8,0.005
02-07-24,61,36,0.002,0.059,0.8,0.005
02-08-01,60,37,0.002,0.056,0.9,0.006
02-08-02,63,41,0.002,0.056,0.8,0.005
02-08-03,67,43,0.002,0.054,0.9,0.005
02-08-04,65,37,0.002,0.051,0.9,0.004
02-08-05,64,42,0.002,0.049,0.9,0.004
02-08-06,69,44,0.002,0.053,1.0,0.004
02-08-07,68,39,0.002,0.062,1.1,0.004
02-08-08,78,44,0.002,0.066,1.1,0.004
02-08-09,84,42,0.002,0.066,1.2,0.005
02-08-10,89,40,0.002,0.072,1.3,0.005
02-08-11,90,48,0.004,0.058,1.0,0.006
02-08-12,74,31,0.008,0.050,0.8,0.007
02-08-13,66,46,0.010,0.049,0.8,0.007
02-08-14,82,39,0.014,0.044,0.7,0.007
02-08-15,73,44,0.014,0.038,0.7,0.007
02-08-16,62,32,0.015,0.037,0.6,0.008
02-08-17,62,27,0.014,0.037,0.5,0.008
02-08-18,45,24,0.011,0.040,0.5,0.006
02-08-19,38,15,0.009,0.042,0.5,0.005
02-08-20,23,13,0.007,0.045,0.5,0.004
02-08-21,34,13,0.005,0.046,0.6,0.004
02-08-22,27,13,0.003,0.048,0.6,0.004
02-08-23,37,15,0.008,0.043,0.5,0.004
02-08-24,33,14,0.017,0.029,0.5,0.004
02-09-01,36,22,0.020,0.023,0.5,0.004
02-09-02,39,23,0.019,0.024,0.5,0.004
02-09-03,40,24,0.020,0.020,0.5,0.004
02-09-04,39,24,0.021,0.019,0.5,0.004
02-09-05,49,28,0.019,0.019,0.6,0.004
02-09-06,46,27,0.017,0.023,0.5,0.004
02-09-07,48,26,0.014,0.029,0.5,0.005
02-09-08,44,18,0.010,0.035,0.5,0.004
02-09-09,47,,0.010,0.037,0.5,0.004
02-09-10,49,10,0.016,0.030,0.5,0.004
02-09-11,54,9,0.021,0.025,0.4,0.005
02-09-12,79,11,0.023,0.023,0.4,0.004
02-09-13,73,12,0.025,0.020,0.4,0.004
02-09-14,71,10,0.027,0.017,0.4,0.004
02-09-15,69,24,0.027,0.017,0.4,0.003
02-09-16,51,20,0.025,0.020,0.4,0.003
02-09-17,36,,0.023,0.022,0.4,0.003
02-09-18,49,27,0.019,0.026,0.4,0.003
02-09-19,38,13,0.016,0.031,0.5,0.003
02-09-20,42,11,0.015,0.032,0.5,0.003
02-09-21,55,13,0.016,0.031,0.5,0.003
