DATE,PM10,PM2.5,O3,NO2,CO,SO2
12-01-01,56,36,0.002,0.053,0.7,0.004
12-01-02,45,37,0.005,0.045,0.7,0.004
12-01-03,45,34,0.001,0.057,1.0,0.004
12-01-04,47,32,0.001,0.055,0.9,0.004
12-01-05,51,35,0.001,0.054,0.9,0.004
12-01-06,50,41,0.001,0.056,0.9,0.005
12-01-07,52,36,0.001,0.055,0.9,0.005
12-01-08,49,33,0.001,0.056,0.9,0.005
12-01-09,42,32,0.002,0.053,0.8,0.005
12-01-10,56,32,0.003,0.050,0.8,0.005
12-01-11,60,35,0.005,0.045,0.8,0.004
12-01-12,57,34,0.006,0.042,0.9,0.004
12-01-13,44,27,0.006,0.042,0.8,0.004
12-01-14,48,45,0.005,0.041,0.8,0.003
12-01-15,,50,0.009,0.034,0.8,0.003
12-01-16,,39,0.002,0.044,0.9,0.002
12-01-17,46,42,0.001,0.045,0.9,0.002
12-01-18,35,36,0.001,0.044,0.9,0.002
12-01-19,33,33,0.001,0.045,1.0,0.003
12-01-20,44,29,0.002,0.042,0.9,0.003
12-01-21,41,25,0.003,0.039,1.0,0.003
12-01-22,37,29,0.006,0.032,0.9,0.002
12-01-23,32,22,0.013,0.025,0.8,0.002
12-01-24,18,14,0.019,0.022,0.7,0.002
12-02-01,26,19,0.020,0.022,0.6,0.003
12-02-02,32,20,0.023,0.018,0.6,0.003
12-02-03,28,25,0.025,0.014,0.6,0.003
12-02-04,26,17,0.026,0.013,0.5,0.003
12-02-05,22,13,0.025,0.014,0.5,0.002
12-02-06,21,14,0.021,0.017,0.6,0.002
12-02-07,26,18,0.013,0.026,0.6,0.002
12-02-08,23,16,0.005,0.040,0.7,0.003
12-02-09,28,20,0.006,0.042,0.7,0.003
12-02-10,24,11,0.016,0.028,0.6,0.003
12-02-11,11,8,0.022,0.021,0.5,0.004
12-02-12,22,6,0.024,0.018,0.5,0.003
12-02-13,20,13,0.027,0.016,0.5,0.004
