DATE,PM10,PM2.5,O3,NO2,CO,SO2
10-01-01,12,6,0.027,0.013,0.4,0.003
10-01-02,15,14,0.029,0.010,0.4,0.003
10-01-03,16,7,0.026,0.011,0.4,0.003
10-01-04,14,6,0.029,0.008,0.4,0.003
10-01-05,15,,0.026,0.010,0.4,0.003
10-01-06,16,14,0.023,0.013,0.5,0.003
10-01-07,20,13,0.011,0.023,0.5,0.003
10-01-08,22,14,0.007,0.030,0.5,0.003
10-01-09,22,,0.015,0.021,0.5,0.003
10-01-10,22,,0.020,0.015,0.5,0.003
10-01-11,20,,0.023,0.012,0.4,0.003
10-01-12,20,,0.024,0.013,0.4,0.003
10-01-13,25,,0.027,0.011,0.4,0.003
10-01-14,20,,0.032,0.007,0.4,0.003
10-01-15,25,,0.035,0.006,0.4,0.002
10-01-16,26,,0.036,0.008,0.4,0.002
10-01-17,21,,0.033,0.011,0.4,0.002
10-01-18,25,,0.029,0.013,0.5,0.003
10-01-19,18,15,0.023,0.020,0.6,0.002
10-01-20,16,18,0.018,0.023,0.6,0.003
10-01-21,20,11,0.011,0.030,0.5,0.003
10-01-22,14,8,0.021,0.019,0.5,0.002
10-01-23,13,10,0.022,0.018,0.6,0.003
10-01-24,16,7,0.018,0.020,0.6,0.003
10-02-01,21,10,0.012,0.025,0.6,0.003
10-02-02,26,14,0.015,0.020,0.6,0.003
10-02-03,21,14,0.015,0.018,0.6,0.003
10-02-04,28,16,0.010,0.020,0.6,0.003
10-02-05,30,16,0.008,0.022,0.6,0.003
10-02-06,26,19,0.001,0.028,0.7,0.003
10-02-07,24,12,0.001,0.030,0.7,0.003
10-02-08,34,19,0.002,0.030,0.8,0.003
10-02-09,32,,0.003,0.033,0.8,0.003
10-02-10,28,,0.008,0.028,0.7,0.003
10-02-11,28,,0.019,0.021,0.6,0.003
10-02-12,29,,0.030,0.020,0.6,0.003
10-02-13,34,8,0.042,0.014,0.5,0.003
10-02-14,28,16,0.043,0.012,0.5,0.003
10-02-15,24,11,0.046,0.011,0.5,0.003
10-02-16,29,16,0.046,0.011,0.5,0.003
10-02-17,29,22,0.042,0.012,0.5,0.003
