DATE,PM10,PM2.5,O3,NO2,CO,SO2
11-01-01,69,26,0.001,0.048,1.1,0.002
11-01-02,64,38,0.001,0.045,1.1,0.002
11-01-03,53,31,0.001,0.045,1.1,0.002
11-01-04,47,28,0.001,0.039,1.0,0.002
11-01-05,49,30,0.001,0.038,1.0,0.002
11-01-06,35,18,0.001,0.039,0.8,0.002
11-01-07,40,23,0.001,0.038,0.8,0.002
11-01-08,45,20,0.002,0.039,0.9,0.002
11-01-09,44,25,0.004,0.035,0.8,0.003
11-01-10,43,21,0.008,0.031,0.8,0.004
11-01-11,43,18,0.011,0.031,0.8,0.004
11-01-12,47,23,0.016,0.027,0.7,0.004
11-01-13,36,17,0.022,0.022,0.6,0.003
11-01-14,40,22,0.022,0.024,0.6,0.003
11-01-15,35,23,0.023,0.025,0.6,0.003
11-01-16,40,27,0.019,0.028,0.7,0.003
11-01-17,46,32,0.017,0.031,0.7,0.003
11-01-18,47,31,0.010,0.043,0.8,0.003
11-01-19,45,29,0.003,0.047,0.8,0.003
11-01-20,47,28,0.006,0.039,0.7,0.002
11-01-21,56,32,0.002,0.045,0.8,0.002
11-01-22,68,35,0.001,0.047,0.9,0.002
11-01-23,64,34,0.001,0.046,0.8,0.002
11-01-24,60,35,0.001,0.043,0.9,0.002
11-02-01,57,40,0.001,0.043,0.8,0.002
11-02-02,63,46,0.001,0.040,0.8,0.002
11-02-03,62,42,0.001,0.039,0.8,0.002
11-02-04,48,38,0.001,0.039,0.9,0.002
11-02-05,49,37,0.001,0.037,0.9,0.002
11-02-06,55,37,0.001,0.037,0.9,0.002
11-02-07,57,37,0.001,0.041,0.9,0.002
11-02-08,64,37,0.001,0.050,1.1,0.003
11-02-09,72,37,0.002,0.054,1.2,0.003
11-02-10,70,32,0.004,0.046,1.0,0.003
11-02-11,64,28,0.008,0.046,0.9,0.005
11-02-12,48,22,0.015,0.039,0.8,0.004
11-02-13,36,14,0.022,0.034,0.8,0.004
11-02-14,33,15,0.033,0.022,0.7,0.004
11-02-15,36,19,0.032,0.021,0.7,0.004
11-02-16,38,20,0.031,0.023,0.8,0.004
11-02-17,34,24,0.032,0.024,0.8,0.005
11-02-18,58,26,0.021,0.036,0.9,0.004
11-02-19,70,30,0.003,0.059,1.0,0.004
11-02-20,79,36,0.001,0.061,1.1,0.004
11-02-21,77,36,0.002,0.060,1.1,0.004
11-02-22,77,39,0.001,0.062,1.3,0.004
11-02-23,75,34,0.001,0.063,1.4,0.003
11-02-24,70,41,0.001,0.066,1.5,0.003
11-03-01,105,48,0.001,0.064,1.5,0.003
11-03-02,99,49,0.001,0.057,1.5,0.003
11-03-03,84,51,0.001,0.052,1.5,0.002
11-03-04,67,45,0.001,0.050,1.4,0.002
11-03-05,67,42,0.001,0.043,1.3,0.002
11-03-06,62,37,0.001,0.038,1.1,0.002
11-03-07,65,36,0.001,0.052,1.3,0.003
11-03-08,80,40,0.001,,1.6,0.004
11-03-09,87,37,0.002,,1.7,0.004
11-03-10,93,41,0.002,0.065,1.4,0.004
11-03-11,90,43,0.006,0.060,1.2,0.005
11-03-12,,,,,,
11-03-13,76,31,0.034,0.038,0.7,0.008
11-03-14,81,36,0.032,0.043,0.7,0.008
11-03-15,68,34,0.036,0.045,0.7,0.008
11-03-16,78,41,0.035,0.052,0.7,0.008
11-03-17,82,46,0.030,0.055,0.7,0.008
