DATE,PM10,PM2.5,O3,NO2,CO,SO2
09-01-01,17,,0.004,0.047,0.7,0.003
09-01-02,25,,0.003,0.043,0.6,0.003
09-01-03,30,,0.003,0.037,0.6,0.003
09-01-04,26,,0.004,0.032,0.6,0.003
09-01-05,31,,0.004,0.030,0.5,0.003
09-01-06,29,,0.004,0.031,0.5,0.003
09-01-07,32,,0.004,0.035,0.6,0.003
09-01-08,27,,0.006,0.033,0.5,0.005
09-01-09,20,,0.010,0.031,0.5,0.005
09-01-10,20,,0.015,0.031,0.5,0.005
09-01-11,25,,0.025,0.031,0.5,0.004
09-01-12,28,,0.049,0.026,0.5,0.004
09-01-13,28,,0.057,0.019,0.5,0.003
09-01-14,27,,0.074,0.017,0.5,0.003
09-01-15,24,,0.081,0.018,0.4,0.003
09-01-16,32,,0.075,0.019,0.4,0.003
09-01-17,35,,0.066,0.028,0.4,0.002
09-01-18,41,,0.090,0.041,0.6,0.004
09-01-19,88,,0.071,0.057,0.7,0.004
09-01-20,47,,0.031,0.083,0.9,0.003
09-01-21,38,,0.022,0.081,0.9,0.003
09-01-22,37,,0.011,0.087,0.8,0.003
09-01-23,43,,0.008,0.082,0.8,0.003
09-01-24,58,,0.007,0.074,0.9,0.003
09-02-01,49,,0.008,0.069,0.8,0.003
09-02-02,52,,0.020,0.038,0.6,0.003
09-02-03,31,,0.021,0.026,0.5,0.003
09-02-04,22,,0.023,0.019,0.4,0.002
09-02-05,16,,0.022,0.019,0.4,0.002
09-02-06,14,,0.018,0.023,0.4,0.002
09-02-07,17,,0.009,0.033,0.4,0.002
09-02-08,16,,0.008,0.034,0.4,0.002
09-02-09,21,,0.010,0.030,0.5,0.003
09-02-10,19,,0.018,0.023,0.5,0.003
09-02-11,18,,0.022,0.021,0.4,0.003
09-02-12,13,,0.028,0.018,0.4,0.003
09-02-13,10,,0.034,0.016,0.4,0.003
09-02-14,12,,0.038,0.017,0.4,0.002
09-02-15,20,,0.036,0.019,0.4,0.002
09-02-16,20,,0.031,0.021,0.4,0.002
09-02-17,19,,0.022,0.031,0.5,0.002
09-02-18,19,,0.015,0.035,0.5,0.002
09-02-19,23,,0.012,0.038,0.5,0.002
