DATE,PM10,PM2.5,O3,NO2,CO,SO2
10-01-01,34,6,0.002,0.036,0.7,0.003
10-01-02,35,22,0.002,0.031,0.6,0.003
10-01-03,36,20,0.002,0.029,0.6,0.003
10-01-04,31,16,0.002,0.029,0.6,0.003
10-01-05,31,12,0.002,0.026,0.6,0.003
10-01-06,34,19,0.002,0.025,0.6,0.003
10-01-07,27,16,0.002,0.026,0.6,0.003
10-01-08,38,20,0.002,0.027,0.7,0.003
10-01-09,34,14,0.002,0.027,0.7,0.003
10-01-10,39,9,0.002,0.031,0.7,0.003
10-01-11,35,19,0.006,0.029,0.6,0.003
10-01-12,37,13,0.013,0.026,0.6,0.004
10-01-13,42,18,0.017,0.028,0.6,0.004
10-01-14,34,24,0.019,0.030,0.6,0.003
10-01-15,53,19,0.022,0.028,0.5,0.003
10-01-16,42,20,0.026,0.027,0.5,0.003
10-01-17,44,13,0.028,0.026,0.5,0.003
10-01-18,47,29,0.018,0.038,0.6,0.003
10-01-19,50,31,0.007,0.048,0.7,0.003
10-01-20,48,29,0.002,0.054,0.8,0.003
10-01-21,54,29,0.002,0.049,0.8,0.003
10-01-22,51,27,0.002,0.046,0.8,0.003
10-01-23,49,24,0.002,0.046,0.8,0.003
10-01-24,51,26,0.002,0.042,0.8,0.003
10-02-01,78,36,0.002,0.037,0.8,0.003
10-02-02,61,30,0.002,0.033,0.7,0.003
10-02-03,51,31,0.002,0.032,0.7,0.003
10-02-04,43,26,0.002,0.029,0.7,0.003
10-02-05,33,18,0.003,0.025,0.6,0.003
10-02-06,33,22,0.003,0.023,0.6,0.003
10-02-07,24,17,0.004,0.021,0.6,0.003
10-02-08,25,12,0.006,0.020,0.6,0.003
10-02-09,24,11,0.008,0.017,0.6,0.003
10-02-10,30,18,0.006,0.020,0.6,0.002
10-02-11,15,16,0.012,0.024,0.6,0.002
10-02-12,25,6,0.009,0.022,0.6,0.002
10-02-13,23,14,0.010,0.023,0.6,0.002
10-02-14,24,22,0.016,0.023,0.5,0.002
10-02-15,13,3,0.023,0.018,0.5,0.002
10-02-16,16,4,0.019,0.022,0.5,0.002
10-02-17,13,12,0.018,0.022,0.5,0.002
10-02-18,14,7,0.018,0.021,0.5,0.002
10-02-19,16,4,0.013,0.023,0.6,0.002
10-02-20,22,12,0.006,0.026,0.6,0.002
10-02-21,24,10,0.005,0.025,0.7,0.002
10-02-22,22,9,0.006,0.022,0.6,0.002
10-02-23,15,3,0.009,0.015,0.5,0.002
10-02-24,17,7,0.007,0.015,0.5,0.002
10-03-01,28,2,0.008,0.013,0.5,0.002
10-03-02,25,7,0.009,0.010,0.5,0.003
10-03-03,27,12,0.010,0.007,0.5,0.002
10-03-04,24,7,0.012,0.004,0.4,0.002
10-03-05,29,9,0.015,0.003,0.4,0.002
10-03-06,17,8,0.023,0.004,0.4,0.002
10-03-07,5,3,0.019,0.008,0.5,0.002
10-03-08,13,6,0.017,0.012,0.5,0.003
10-03-09,10,2,0.020,0.012,0.5,0.002
10-03-10,6,7,0.022,0.014,0.5,0.003
10-03-11,5,2,0.027,0.011,0.5,0.004
10-03-12,11,3,0.029,0.011,0.5,0.003
10-03-13,8,2,0.038,0.010,0.5,0.003
10-03-14,12,6,0.040,0.013,0.5,0.003
10-03-15,13,10,0.033,0.019,0.5,0.003
10-03-16,15,7,0.036,0.019,0.5,0.002
10-03-17,15,11,0.038,0.022,0.5,0.003
10-03-18,19,26,0.032,0.029,0.5,0.003
10-03-19,28,21,0.017,0.030,0.6,0.004
10-03-20,23,15,0.008,0.034,0.6,0.004
10-03-21,16,13,0.002,0.043,0.7,0.004
10-03-22,15,8,0.002,0.043,0.7,0.004
10-03-23,25,12,0.002,0.040,0.8,0.004
10-03-24,24,14,0.002,0.040,0.7,0.004
10-04-01,37,13,0.002,0.037,0.7,0.004
10-04-02,30,17,0.002,0.034,0.8,0.003
10-04-03,26,19,0.002,0.031,0.8,0.003
10-04-04,27,16,0.002,0.037,0.6,0.003
10-04-05,27,10,0.003,0.035,0.6,0.003
10-04-06,30,21,0.002,0.035,0.6,0.003
10-04-07,31,16,0.002,0.036,0.6,0.003
10-04-08,40,13,0.003,0.036,0.6,0.003
10-04-09,30,11,0.003,0.039,0.7,0.003
10-04-10,24,2,0.011,0.029,0.6,0.003
10-04-11,27,7,0.019,0.026,0.5,0.003
10-04-12,25,3,0.030,0.019,0.5,0.003
10-04-13,25,11,0.038,0.018,0.5,0.003
10-04-14,27,7,0.044,0.019,0.5,0.003
10-04-15,31,16,0.048,0.018,0.5,0.003
10-04-16,31,13,0.046,0.021,0.5,0.003
10-04-17,33,26,0.047,0.023,0.6,0.003
10-04-18,40,34,0.042,0.028,0.6,0.003
10-04-19,39,31,0.024,0.043,0.7,0.003
10-04-20,34,22,0.016,0.046,0.7,0.003
10-04-21,45,19,0.029,0.023,0.6,0.003
10-04-22,31,15,0.031,0.016,0.5,0.002
10-04-23,32,14,0.029,0.015,0.5,0.002
10-04-24,25,12,0.023,0.017,0.5,0.003
10-05-01,14,10,0.021,0.017,0.5,0.003
10-05-02,20,5,0.026,0.012,0.5,0.003
10-05-03,16,11,0.027,0.011,0.5,0.003
10-05-04,20,7,0.029,0.008,0.5,0.003
10-05-05,22,8,0.029,0.010,0.5,0.003
10-05-06,17,10,0.027,0.014,0.5,0.003
10-05-07,22,9,0.018,0.024,0.5,0.003
10-05-08,22,16,0.011,0.030,0.5,0.003
10-05-09,24,14,0.004,0.035,0.6,0.002
10-05-10,16,9,0.007,0.032,0.6,0.002
10-05-11,12,3,0.011,0.027,0.6,0.002
10-05-12,,,,,,
10-05-13,,,,,,
10-05-14,,,,,,
10-05-15,,,,,,
10-05-16,,,,,,
10-05-17,,,,,,
10-05-18,,,,,,
10-05-19,,,,,,
10-05-20,,,,,,
10-05-21,,,,,,
10-05-22,,,,,,
10-05-23,,,,,,
10-05-24,,,,,,
10-06-01,,,,,,
10-06-02,,,,,,
10-06-03,,,,,,
10-06-04,,,,,,
10-06-05,,,,,,
10-06-06,,,,,,
10-06-07,,,,,,
