DATE,PM10,PM2.5,O3,NO2,CO,SO2
11-01-01,46,22,0.002,0.046,1.0,0.002
11-01-02,42,22,0.002,0.043,1.0,0.002
11-01-03,36,22,0.002,0.042,1.1,0.002
11-01-04,36,17,0.002,0.042,1.1,0.002
11-01-05,35,20,0.002,0.038,1.0,0.002
11-01-06,34,16,0.002,0.042,1.1,0.002
11-01-07,38,17,0.002,0.043,1.1,0.002
11-01-08,39,20,0.002,0.049,1.3,0.002
11-01-09,51,21,0.003,0.055,1.3,0.002
11-01-10,53,18,0.004,0.057,1.3,0.003
11-01-11,45,,0.007,0.051,1.1,0.003
11-01-12,43,19,0.015,0.033,0.9,0.003
11-01-13,39,17,0.017,0.029,0.8,0.003
11-01-14,38,16,0.020,0.032,0.8,0.003
11-01-15,40,16,0.023,0.031,0.8,0.003
11-01-16,34,10,0.034,0.022,0.7,0.002
11-01-17,30,13,0.025,0.035,0.8,0.003
11-01-18,40,24,0.012,0.046,0.9,0.003
11-01-19,34,19,0.012,0.046,0.9,0.002
11-01-20,30,15,0.007,0.054,1.0,0.003
11-01-21,35,19,0.003,0.066,1.3,0.003
11-01-22,44,23,0.002,0.065,1.5,0.003
11-01-23,47,25,0.003,0.067,1.7,0.003
11-01-24,48,25,0.002,0.064,1.6,0.003
11-02-01,51,24,0.002,0.058,1.4,0.002
11-02-02,49,31,0.002,0.053,1.3,0.002
11-02-03,43,26,0.002,0.051,1.3,0.002
11-02-04,41,25,0.002,0.047,1.2,0.002
11-02-05,39,23,0.002,0.043,1.1,0.002
11-02-06,36,21,0.002,0.043,1.1,0.002
11-02-07,35,22,0.002,0.046,1.1,0.002
11-02-08,41,23,0.002,0.051,1.2,0.002
11-02-09,48,24,0.003,0.050,1.1,0.005
11-02-10,55,22,0.006,0.042,1.0,0.009
11-02-11,44,20,0.011,0.041,1.0,0.007
11-02-12,45,20,0.020,0.035,1.0,0.006
11-02-13,50,20,0.030,0.026,0.9,0.004
11-02-14,38,14,0.027,0.030,0.9,0.004
11-02-15,38,11,0.024,0.036,0.9,0.003
11-02-16,35,10,0.022,0.040,0.9,0.003
11-02-17,38,15,0.015,0.050,0.9,0.003
11-02-18,49,25,0.003,0.073,1.1,0.003
11-02-19,59,31,0.003,0.086,1.2,0.005
11-02-20,70,36,0.002,0.083,1.3,0.006
11-02-21,69,37,0.003,0.083,1.6,0.004
11-02-22,75,46,0.002,0.081,1.6,0.004
11-02-23,81,52,0.002,0.079,1.7,0.003
11-02-24,74,47,0.002,0.067,1.3,0.003
11-03-01,72,41,0.002,0.066,1.5,0.003
11-03-02,78,47,0.002,0.066,1.6,0.003
