DATE,PM10,PM2.5,O3,NO2,CO,SO2
01-01-01,69,43,0.002,0.049,1.3,0.002
01-01-02,77,50,0.002,0.047,1.3,0.003
01-01-03,68,44,0.002,0.043,1.1,0.002
01-01-04,61,40,0.002,0.042,1.2,0.002
01-01-05,59,35,0.002,0.039,1.1,0.002
01-01-06,56,29,0.002,0.038,1.1,0.002
01-01-07,51,30,0.002,0.039,1.1,0.002
01-01-08,57,28,0.002,0.039,1.1,0.002
01-01-09,77,29,0.002,0.041,1.1,0.002
01-01-10,70,30,0.002,0.041,1.2,0.002
01-01-11,70,25,0.003,0.044,1.2,0.003
01-01-12,56,18,0.007,0.039,1.0,0.003
01-01-13,58,20,0.014,0.035,0.9,0.004
01-01-14,62,34,0.018,0.033,0.9,0.004
01-01-15,68,32,0.026,0.025,0.9,0.004
01-01-16,86,39,0.025,0.027,0.8,0.004
01-01-17,76,43,0.013,0.049,1.1,0.004
01-01-18,74,50,0.003,0.064,1.3,0.004
01-01-19,76,51,0.002,0.059,1.3,0.003
01-01-20,82,54,0.002,0.049,1.1,0.003
01-01-21,77,53,0.002,0.046,1.1,0.002
01-01-22,78,42,0.002,0.045,1.0,0.003
01-01-23,81,36,0.002,0.045,1.0,0.003
01-01-24,78,37,0.002,0.047,1.1,0.003
01-02-01,78,46,0.002,0.047,1.1,0.003
01-02-02,84,51,0.002,0.045,1.1,0.003
01-02-03,86,44,0.002,0.043,1.1,0.003
01-02-04,69,42,0.002,0.043,1.1,0.002
01-02-05,71,40,0.002,0.042,1.2,0.003
01-02-06,65,35,0.002,0.044,1.0,0.003
01-02-07,49,31,0.002,0.049,1.1,0.003
01-02-08,88,35,0.002,0.048,1.1,0.003
01-02-09,79,26,0.002,0.056,1.2,0.003
01-02-10,62,23,0.002,0.052,1.1,0.003
01-02-11,65,31,0.002,0.052,1.1,0.003
01-02-12,60,24,0.006,0.043,0.9,0.003
01-02-13,65,29,0.011,0.045,0.9,0.004
01-02-14,73,34,0.038,0.024,0.9,0.005
01-02-15,102,43,0.040,0.027,1.0,0.005
01-02-16,140,80,0.037,0.034,1.2,0.006
01-02-17,155,87,0.031,0.037,1.3,0.004
01-02-18,175,94,0.017,0.052,1.4,0.004
01-02-19,172,80,0.017,0.052,1.4,0.004
01-02-20,158,82,0.020,0.047,1.4,0.005
01-02-21,163,100,0.021,0.039,1.4,0.004
01-02-22,186,97,0.021,0.034,1.4,0.003
01-02-23,183,93,0.018,0.035,1.4,0.003
01-02-24,194,84,0.014,0.035,1.4,0.003
01-03-01,167,82,0.014,0.037,1.3,0.003
01-03-02,149,83,0.026,0.027,1.3,0.005
01-03-03,132,65,0.019,0.032,1.2,0.005
01-03-04,120,61,0.017,0.032,1.1,0.004
01-03-05,104,36,0.006,0.042,1.2,0.003
01-03-06,97,43,0.003,0.046,1.1,0.003
01-03-07,95,42,0.002,0.054,1.2,0.004
01-03-08,96,42,0.002,0.064,1.5,0.003
01-03-09,111,56,0.002,,1.8,0.004
01-03-10,135,60,0.002,0.072,1.6,0.004
01-03-11,120,58,0.011,0.049,1.2,0.006
01-03-12,84,25,0.017,0.041,1.1,0.006
