DATE,PM10,PM2.5,O3,NO2,CO,SO2
07-01-01,42,42,0.055,0.005,0.7,0.003
07-01-02,58,59,0.054,0.005,0.7,0.003
07-01-03,64,59,0.064,0.004,0.8,0.003
07-01-04,55,52,0.070,0.004,0.8,0.003
07-01-05,38,36,0.064,0.005,0.8,0.003
07-01-06,29,27,0.061,0.008,0.8,0.003
07-01-07,27,25,0.052,0.015,0.8,0.003
07-01-08,25,24,0.042,0.026,0.8,0.003
07-01-09,28,23,0.044,0.024,0.9,0.003
07-01-10,26,18,0.050,0.024,0.9,0.003
07-01-11,26,23,0.059,0.020,0.8,0.003
07-01-12,31,24,0.070,0.015,0.8,0.003
07-01-13,,,,,,
07-01-14,,,,,,
07-01-15,33,21,0.076,0.015,0.6,0.003
07-01-16,37,22,0.076,0.014,0.6,0.003
07-01-17,29,20,0.074,0.014,0.6,0.004
07-01-18,24,19,0.069,0.016,0.5,0.003
07-01-19,21,20,0.065,0.019,0.6,0.003
07-01-20,33,26,0.065,0.018,0.6,0.003
07-01-21,38,28,0.059,0.019,0.7,0.004
07-01-22,30,24,0.055,0.017,0.7,0.003
07-01-23,27,24,0.057,0.015,0.6,0.003
07-01-24,24,22,0.053,0.014,0.6,0.002
07-02-01,23,23,0.049,0.012,0.7,0.003
07-02-02,37,35,0.047,0.010,0.7,0.004
07-02-03,46,39,0.043,0.011,0.7,0.004
07-02-04,38,32,0.040,0.013,0.6,0.003
07-02-05,31,27,0.041,0.012,0.6,0.003
07-02-06,31,27,0.038,0.013,0.7,0.003
07-02-07,34,25,0.033,0.019,0.7,0.003
07-02-08,34,29,0.036,0.020,0.7,0.003
07-02-09,32,30,0.045,0.016,0.6,0.002
07-02-10,27,28,0.052,0.018,0.6,0.002
07-02-11,26,23,0.065,0.014,0.6,0.002
07-02-12,26,24,0.073,0.012,0.5,0.002
07-02-13,27,23,0.079,0.012,0.6,0.003
07-02-14,27,24,0.080,0.012,0.5,0.003
07-02-15,29,25,0.078,0.013,0.5,0.003
07-02-16,33,24,0.082,0.014,0.6,0.004
07-02-17,36,22,0.080,0.014,0.6,0.004
07-02-18,30,23,0.072,0.015,0.6,0.004
07-02-19,30,29,0.063,0.017,0.6,0.004
07-02-20,36,30,0.052,0.018,0.6,0.004
07-02-21,37,29,0.042,0.016,0.6,0.003
07-02-22,34,28,0.036,0.016,0.6,0.003
07-02-23,33,28,0.035,0.013,0.6,0.003
07-02-24,33,31,0.031,0.014,0.6,0.002
07-03-01,34,35,0.039,0.010,0.6,0.002
07-03-02,40,40,0.043,0.008,0.6,0.002
07-03-03,39,33,0.042,0.007,0.6,0.002
07-03-04,38,31,0.038,0.008,0.6,0.002
07-03-05,31,28,0.045,0.005,0.5,0.002
07-03-06,33,30,0.035,0.010,0.6,0.002
07-03-07,35,30,0.038,0.014,0.6,0.003
07-03-08,27,24,0.042,0.015,0.6,0.002
07-03-09,23,26,0.050,0.014,0.5,0.002
07-03-10,23,24,0.053,0.017,0.6,0.003
07-03-11,33,29,0.054,0.021,0.6,0.003
07-03-12,41,35,0.057,0.021,0.6,0.003
07-03-13,40,32,0.063,0.021,0.6,0.003
07-03-14,43,34,0.071,0.022,0.6,0.003
07-03-15,51,37,0.071,0.026,0.6,0.003
07-03-16,58,39,0.058,0.041,0.6,0.003
07-03-17,57,47,0.054,0.046,0.7,0.003
07-03-18,53,44,0.050,0.047,0.7,0.003
07-03-19,55,40,0.043,0.050,0.7,0.004
07-03-20,57,45,0.018,0.053,0.7,0.005
07-03-21,45,35,0.018,0.045,0.7,0.005
07-03-22,32,29,0.022,0.036,0.6,0.005
07-03-23,37,30,0.019,0.035,0.6,0.004
07-03-24,31,27,0.017,0.033,0.6,0.005
07-04-01,32,27,0.021,0.027,0.6,0.005
07-04-02,38,38,0.032,0.015,0.6,0.004
07-04-03,36,30,0.032,0.013,0.6,0.004
07-04-04,33,27,0.038,0.010,0.5,0.004
07-04-05,22,21,0.033,0.012,0.6,0.003
07-04-06,29,24,0.031,0.012,0.6,0.003
07-04-07,37,28,0.026,0.016,0.6,0.002
07-04-08,35,31,0.018,0.024,0.6,0.002
07-04-09,44,29,0.017,0.028,0.7,0.002
07-04-10,60,28,0.021,0.033,0.7,0.002
07-04-11,42,31,0.043,0.029,0.7,0.002
07-04-12,43,34,0.054,0.025,0.6,0.002
07-04-13,43,33,0.084,0.022,0.6,0.003
