DATE,PM10,PM2.5,O3,NO2,CO,SO2
02-01-01,70,65,0.011,0.036,0.7,0.002
02-01-02,73,61,0.011,0.036,0.8,0.002
02-01-03,72,64,0.006,0.039,0.8,0.002
02-01-04,71,59,0.010,0.031,0.7,0.002
02-01-05,61,53,0.012,0.027,0.7,0.002
02-01-06,62,49,0.015,0.023,0.7,0.002
02-01-07,46,44,0.007,0.034,0.7,0.002
02-01-08,58,44,0.002,0.040,0.7,0.002
02-01-09,59,38,0.002,0.042,0.8,0.002
02-01-10,53,46,0.003,0.042,0.8,0.002
02-01-11,62,51,0.004,0.045,0.8,0.003
02-01-12,53,40,0.008,0.042,0.8,0.003
02-01-13,57,44,0.020,0.032,0.8,0.003
02-01-14,70,62,0.028,0.022,0.8,0.003
02-01-15,80,61,0.026,0.027,0.8,0.003
02-01-16,90,63,0.036,0.020,0.8,0.004
02-01-17,103,85,0.043,0.016,0.8,0.004
02-01-18,102,94,0.040,0.018,1.0,0.003
02-01-19,116,93,0.034,0.024,1.1,0.003
02-01-20,97,75,0.030,0.029,1.1,0.003
02-01-21,84,59,0.032,0.026,1.0,0.003
02-01-22,82,64,0.026,0.031,1.1,0.002
02-01-23,76,64,0.025,0.029,1.1,0.002
02-01-24,72,75,0.020,0.032,1.1,0.002
02-02-01,89,73,0.017,0.031,1.1,0.002
02-02-02,83,70,0.014,0.031,1.1,0.002
02-02-03,78,65,0.010,0.035,1.1,0.002
02-02-04,70,56,0.011,0.032,1.0,0.002
02-02-05,72,65,0.015,0.028,1.0,0.002
02-02-06,68,55,0.010,0.034,1.0,0.002
02-02-07,82,62,0.006,0.038,1.0,0.003
02-02-08,85,70,0.001,0.047,1.2,0.003
02-02-09,88,80,0.002,0.041,1.2,0.002
02-02-10,93,80,0.005,0.040,1.2,0.003
02-02-11,92,80,0.010,0.038,1.2,0.003
02-02-12,97,74,0.020,0.032,1.0,0.004
02-02-13,89,71,0.032,0.022,0.9,0.004
02-02-14,68,68,0.038,0.015,0.7,0.004
02-02-15,51,46,0.039,0.016,0.6,0.004
02-02-16,59,56,0.038,0.018,0.7,0.004
02-02-17,60,53,0.038,0.016,0.7,0.004
02-02-18,59,49,0.037,0.017,0.7,0.004
02-02-19,58,44,0.027,0.027,0.7,0.004
02-02-20,46,32,0.017,0.036,0.7,0.003
02-02-21,48,34,0.013,0.040,0.7,0.003
02-02-22,41,31,0.012,0.039,0.6,0.003
02-02-23,38,28,0.015,0.033,0.6,0.003
02-02-24,33,25,0.020,0.026,0.5,0.003
02-03-01,41,31,0.030,0.013,0.5,0.003
02-03-02,34,18,0.032,0.009,0.4,0.002
02-03-03,18,16,0.030,0.009,0.4,0.002
