DATE,PM10,PM2.5,O3,NO2,CO,SO2
06-01-01,20,22,0.047,0.013,0.5,0.003
06-01-02,27,32,0.048,0.010,0.5,0.003
06-01-03,31,26,0.047,0.011,0.5,0.003
06-01-04,29,23,0.036,0.014,0.5,0.002
06-01-05,30,21,0.036,0.014,0.5,0.002
06-01-06,26,20,0.039,0.013,0.5,0.002
06-01-07,21,17,0.044,0.012,0.5,0.002
06-01-08,19,17,0.042,0.017,0.5,0.002
06-01-09,23,21,0.042,0.020,0.6,0.002
06-01-10,32,21,0.048,0.020,0.6,0.002
06-01-11,33,25,0.062,0.018,0.6,0.003
06-01-12,42,32,0.068,0.015,0.7,0.003
06-01-13,45,36,0.083,0.015,0.8,0.004
06-01-14,47,39,0.082,0.012,0.6,0.003
06-01-15,44,26,0.077,0.010,0.5,0.003
06-01-16,72,17,0.080,0.012,0.7,0.005
06-01-17,48,24,0.082,0.015,0.9,0.007
06-01-18,49,31,0.074,0.017,0.7,0.006
06-01-19,41,28,0.062,0.017,0.6,0.004
06-01-20,34,17,0.051,0.026,0.6,0.006
06-01-21,29,23,0.048,0.024,0.6,0.005
06-01-22,26,23,0.045,0.024,0.6,0.004
06-01-23,23,18,0.035,0.029,0.7,0.004
06-01-24,28,23,0.017,0.043,0.7,0.003
06-02-01,34,24,0.008,0.051,0.7,0.003
06-02-02,34,27,0.009,0.044,0.8,0.003
06-02-03,37,27,0.007,0.046,0.8,0.003
06-02-04,35,25,0.009,0.043,0.8,0.003
06-02-05,32,25,0.010,0.038,0.8,0.003
06-02-06,33,26,0.006,0.039,0.8,0.003
06-02-07,33,21,0.008,0.036,0.8,0.003
06-02-08,31,21,0.014,0.036,0.9,0.003
06-02-09,31,22,0.035,0.028,0.8,0.006
06-02-10,29,21,0.055,0.021,0.8,0.006
06-02-11,34,17,0.079,0.018,0.7,0.005
06-02-12,45,25,0.085,0.014,0.7,0.004
06-02-13,48,25,0.095,0.013,0.6,0.004
06-02-14,44,24,0.099,0.012,0.6,0.003
06-02-15,49,25,0.104,0.012,0.6,0.004
06-02-16,48,27,0.107,0.013,0.7,0.006
06-02-17,51,29,0.095,0.012,0.6,0.004
06-02-18,42,25,0.084,0.014,0.6,0.004
06-02-19,35,18,0.078,0.018,0.6,0.006
06-02-20,38,17,0.073,0.021,0.6,0.004
06-02-21,37,24,0.061,0.028,0.6,0.004
06-02-22,38,31,0.043,0.036,0.6,0.004
06-02-23,33,22,0.041,0.033,0.6,0.004
06-02-24,33,21,0.033,0.036,0.6,0.005
06-03-01,38,26,0.035,0.028,0.6,0.005
06-03-02,41,28,0.036,0.023,0.6,0.006
06-03-03,35,22,0.029,0.026,0.6,0.008
06-03-04,34,26,0.017,0.036,0.6,0.006
06-03-05,37,28,0.011,0.039,0.7,0.005
06-03-06,40,28,0.004,0.050,0.7,0.004
06-03-07,38,24,0.005,0.048,0.8,0.004
06-03-08,44,28,0.010,0.045,0.7,0.004
06-03-09,47,30,0.016,0.047,0.8,0.004
06-03-10,46,26,0.040,0.045,1.1,0.004
06-03-11,43,21,0.054,0.036,0.8,0.005
06-03-12,44,22,0.070,0.026,0.7,0.004
06-03-13,65,29,0.115,0.021,0.9,0.009
06-03-14,71,32,0.102,0.016,0.7,0.005
06-03-15,49,23,,,,
06-03-16,36,17,0.087,0.022,0.6,0.004
06-03-17,45,28,0.099,0.027,0.6,0.004
06-03-18,56,35,0.110,0.028,0.6,0.004
06-03-19,61,37,0.107,0.035,0.8,0.005
06-03-20,72,48,0.109,0.029,0.7,0.005
06-03-21,66,49,0.091,0.030,0.7,0.004
06-03-22,50,39,0.064,0.019,0.6,0.004
06-03-23,40,25,0.055,0.020,0.5,0.003
06-03-24,28,20,0.047,0.023,0.6,0.007
06-04-01,32,22,0.045,0.024,0.5,0.005
06-04-02,35,26,0.044,0.019,0.5,0.004
06-04-03,33,29,0.046,0.016,0.5,0.005
06-04-04,38,29,0.044,0.019,0.5,0.005
06-04-05,37,31,0.020,0.037,0.6,0.004
06-04-06,36,31,0.018,0.039,0.6,0.004
06-04-07,38,28,0.013,0.046,0.7,0.004
06-04-08,35,26,0.020,0.049,0.7,0.005
06-04-09,36,24,0.045,0.033,0.6,0.005
06-04-10,33,21,0.054,0.024,0.5,0.004
06-04-11,32,19,0.055,0.026,0.5,0.003
06-04-12,33,22,0.075,0.017,0.5,0.003
06-04-13,32,20,0.072,0.014,0.5,0.004
06-04-14,29,17,0.069,0.012,0.5,0.003
06-04-15,24,15,0.065,0.012,0.5,0.003
06-04-16,28,15,0.066,0.013,0.5,0.003
06-04-17,38,23,0.050,0.014,0.5,0.003
06-04-18,38,24,0.041,0.015,0.5,0.004
06-04-19,36,29,0.034,0.017,0.6,0.004
06-04-20,40,31,0.032,0.015,0.6,0.003
06-04-21,39,32,0.027,0.017,0.6,0.002
06-04-22,34,34,0.028,0.016,0.7,0.003
06-04-23,33,31,0.033,0.013,0.7,0.003
06-04-24,31,28,0.046,0.007,0.5,0.002
06-05-01,22,26,0.055,0.005,0.6,0.002
06-05-02,31,31,0.057,0.005,0.5,0.002
06-05-03,42,37,0.055,0.005,0.5,0.002
06-05-04,41,39,0.053,0.006,0.5,0.002
06-05-05,43,40,0.050,0.007,0.5,0.002
06-05-06,46,39,0.051,0.008,0.6,0.002
06-05-07,43,37,0.046,0.014,0.6,0.002
06-05-08,38,31,0.040,0.016,0.6,0.002
06-05-09,37,29,0.039,0.018,0.6,0.002
06-05-10,41,33,0.037,0.023,0.7,0.002
06-05-11,40,30,0.037,0.029,0.7,0.002
06-05-12,41,29,0.050,0.028,0.7,0.002
06-05-13,55,36,0.071,0.024,0.7,0.002
06-05-14,70,35,0.076,0.023,0.7,0.002
06-05-15,69,45,0.098,0.018,0.8,0.003
06-05-16,83,71,0.101,0.018,0.8,0.005
06-05-17,79,66,0.101,0.019,0.8,0.005
06-05-18,63,55,0.082,0.020,0.8,0.005
06-05-19,56,44,0.065,0.027,0.7,0.004
06-05-20,47,35,0.054,0.030,0.7,0.003
06-05-21,48,30,0.042,0.030,0.7,0.002
06-05-22,41,24,0.037,0.030,0.7,0.003
06-05-23,38,22,0.042,0.028,0.7,0.003
06-05-24,41,26,0.032,0.021,0.7,0.005
06-06-01,35,26,0.027,0.022,0.6,0.005
06-06-02,34,30,0.024,0.021,0.6,0.004
06-06-03,37,30,0.026,0.016,0.6,0.004
06-06-04,34,28,0.025,0.015,0.6,0.003
06-06-05,39,27,0.020,0.017,0.6,0.003
06-06-06,35,29,0.011,0.024,0.7,0.003
06-06-07,34,27,0.010,0.027,0.7,0.003
06-06-08,34,25,0.014,0.033,0.8,0.004
06-06-09,34,27,0.014,0.036,0.8,0.004
06-06-10,41,25,0.029,0.033,0.8,0.004
06-06-11,48,31,0.016,0.045,0.9,0.003
06-06-12,57,37,0.025,0.044,0.9,0.003
06-06-13,70,30,0.065,0.022,0.8,0.003
06-06-14,71,28,0.071,0.022,0.8,0.003
06-06-15,69,40,0.062,0.026,0.8,0.003
06-06-16,78,46,0.054,0.032,0.8,0.003
06-06-17,76,47,0.035,0.047,0.9,0.003
06-06-18,71,64,0.035,0.048,1.0,0.003
06-06-19,66,59,0.048,0.030,0.9,0.002
06-06-20,66,47,0.062,0.014,0.8,0.002
06-06-21,52,30,0.053,0.015,0.8,0.002
06-06-22,36,25,0.063,0.011,0.7,0.002
06-06-23,32,21,0.070,0.008,0.6,0.002
06-06-24,26,17,0.068,0.008,0.6,0.002
06-07-01,28,16,0.070,0.006,0.6,0.002
06-07-02,36,21,0.071,0.005,0.6,0.002
06-07-03,23,19,0.070,0.005,0.6,0.002
06-07-04,18,15,0.071,0.005,0.6,0.002
06-07-05,11,10,0.070,0.006,0.6,0.002
06-07-06,11,5,0.067,0.008,0.6,0.002
06-07-07,4,4,0.065,0.012,0.6,0.002
06-07-08,3,2,0.061,0.016,0.6,0.002
06-07-09,5,1,0.052,0.025,0.7,0.002
06-07-10,7,5,0.052,0.024,0.7,0.002
06-07-11,8,5,0.050,0.025,0.7,0.002
06-07-12,10,8,0.056,0.019,0.7,0.002
06-07-13,10,4,0.055,0.020,0.7,0.002
06-07-14,3,2,0.061,0.015,0.6,0.002
06-07-15,5,1,0.062,0.013,0.6,0.002
06-07-16,11,4,0.064,0.012,0.6,0.002
06-07-17,11,6,0.066,0.010,0.6,0.002
06-07-18,8,2,0.066,0.012,0.6,0.002
06-07-19,12,8,0.064,0.014,0.6,0.002
06-07-20,22,6,0.062,0.015,0.6,0.002
06-07-21,19,10,0.055,0.019,0.6,0.002
06-07-22,11,6,0.051,0.022,0.7,0.002
06-07-23,13,9,0.052,0.021,0.6,0.002
06-07-24,10,10,0.051,0.020,0.6,0.002
06-08-01,10,7,0.041,0.022,0.7,0.002
06-08-02,18,11,0.029,0.027,0.7,0.002
06-08-03,18,14,0.023,0.031,0.7,0.002
06-08-04,19,13,0.029,0.024,0.7,0.002
06-08-05,18,12,0.035,0.020,0.6,0.002
06-08-06,18,12,0.033,0.023,0.6,0.002
06-08-07,17,13,0.029,0.026,0.6,0.002
06-08-08,17,11,0.035,0.024,0.6,0.002
06-08-09,13,4,0.047,0.016,0.6,0.002
06-08-10,12,10,0.048,0.018,0.6,0.003
06-08-11,20,11,0.048,0.021,0.7,0.003
06-08-12,20,12,0.060,0.017,0.6,0.003
06-08-13,19,14,0.067,0.018,0.6,0.002
06-08-14,20,14,0.075,0.019,0.6,0.002
06-08-15,26,17,0.084,0.018,0.7,0.002
06-08-16,29,20,0.093,0.014,0.6,0.002
06-08-17,35,27,0.095,0.016,0.8,0.005
06-08-18,45,37,0.100,0.019,0.8,0.008
06-08-19,35,29,0.091,0.022,0.9,0.007
06-08-20,31,26,0.073,0.027,0.9,0.008
06-08-21,36,29,0.065,0.032,0.9,0.007
06-08-22,41,29,0.068,0.024,0.9,0.006
06-08-23,43,30,0.064,0.023,0.9,0.007
06-08-24,40,31,0.048,0.032,0.9,0.006
06-09-01,37,28,0.054,0.023,0.9,0.005
06-09-02,45,40,0.050,0.020,0.9,0.005
06-09-03,56,46,0.056,0.013,0.8,0.006
06-09-04,51,42,0.052,0.012,0.7,0.005
06-09-05,38,31,0.054,0.011,0.7,0.006
06-09-06,37,27,0.049,0.013,0.7,0.006
06-09-07,34,24,0.046,0.016,0.8,0.006
06-09-08,25,26,0.050,0.016,0.8,0.007
06-09-09,20,17,0.066,0.012,0.7,0.007
06-09-10,14,15,0.076,0.014,0.8,0.007
06-09-11,25,18,0.091,0.016,0.9,0.007
06-09-12,37,27,0.096,0.013,1.0,0.008
06-09-13,46,33,0.093,0.014,1.0,0.008
06-09-14,44,38,0.097,0.012,1.0,0.006
06-09-15,47,40,0.096,0.012,0.9,0.005
06-09-16,55,42,0.093,0.014,0.8,0.004
06-09-17,54,49,0.080,0.017,0.9,0.006
06-09-18,39,38,0.061,0.023,1.0,0.007
06-09-19,32,29,0.049,0.025,0.8,0.005
06-09-20,27,25,0.050,0.021,0.8,0.004
06-09-21,23,19,0.044,0.023,0.8,0.003
06-09-22,22,16,0.043,0.017,0.7,0.003
06-09-23,22,17,0.044,0.010,0.7,0.002
06-09-24,15,11,0.041,0.010,0.7,0.002
06-10-01,9,14,0.042,0.008,0.7,0.002
06-10-02,8,,0.040,0.008,0.6,0.002
06-10-03,11,11,0.034,0.009,0.7,0.002
06-10-04,13,11,0.031,0.010,0.7,0.002
06-10-05,17,13,0.028,0.011,0.7,0.002
06-10-06,17,13,0.024,0.014,0.7,0.002
06-10-07,14,12,0.022,0.018,0.7,0.002
06-10-08,15,8,0.016,0.025,0.7,0.002
06-10-09,11,10,0.018,0.021,0.7,0.002
06-10-10,12,10,0.025,0.017,0.7,0.002
06-10-11,9,3,0.030,0.016,0.7,0.002
06-10-12,11,6,0.032,0.016,0.7,0.002
06-10-13,14,9,0.038,0.014,0.7,0.002
06-10-14,14,8,0.040,0.013,0.6,0.002
06-10-15,14,10,0.042,0.013,0.6,0.002
06-10-16,11,3,0.040,0.013,0.6,0.002
06-10-17,15,6,0.037,0.014,0.6,0.002
06-10-18,14,5,0.035,0.015,0.7,0.002
06-10-19,9,4,0.034,0.014,0.6,0.002
06-10-20,17,9,0.030,0.018,0.7,0.003
06-10-21,14,8,0.029,0.018,0.7,0.003
06-10-22,13,7,0.028,0.017,0.6,0.002
06-10-23,11,8,0.029,0.015,0.6,0.002
