Real,Pred
42.72000000000003,40.604496002197266
42.84000000000003,40.67218780517578
43.120000000000026,40.86260986328125
43.40000000000002,41.0589599609375
43.120000000000026,41.34741973876953
43.24000000000002,41.71290588378906
43.40000000000002,42.04513168334961
43.28000000000003,42.22480392456055
42.880000000000024,42.47575378417969
42.840000000000025,42.51997756958008
42.96000000000002,42.526798248291016
34.28000000000002,42.358158111572266
34.520000000000024,42.16710662841797
35.08000000000003,41.91536331176758
35.200000000000024,41.619205474853516
35.32000000000003,41.09477996826172
44.040000000000035,40.30817794799805
44.32000000000003,38.55313491821289
44.160000000000025,36.30176544189453
44.28000000000002,33.197105407714844
44.200000000000024,31.42409324645996
44.160000000000025,30.199399948120117
44.08000000000003,29.77851104736328
44.480000000000025,29.950681686401367
44.68000000000003,29.96283721923828
44.72000000000002,30.051528930664062
44.76000000000002,29.938039779663086
44.800000000000026,30.04900550842285
44.40000000000002,29.992582321166992
44.120000000000026,30.21432876586914
44.08000000000003,30.273630142211914
44.12000000000002,30.595191955566406
44.08000000000003,30.71541404724121
44.08000000000003,31.0395565032959
44.40000000000002,31.220325469970703
44.64000000000003,31.405014038085938
44.800000000000026,31.49435043334961
44.92000000000003,31.3643798828125
45.24000000000002,31.071197509765625
44.68000000000002,30.71761131286621
44.32000000000003,30.28401756286621
44.12000000000002,29.93209457397461
43.96000000000002,29.709810256958008
43.88000000000003,29.56260871887207
44.120000000000026,29.527618408203125
44.60000000000003,29.470169067382812
44.84000000000002,29.555110931396484
44.92000000000003,29.64945411682129
44.72000000000003,30.03447914123535
45.24000000000002,30.357662200927734
45.24000000000002,31.070646286010742
45.480000000000025,31.537715911865234
45.60000000000002,32.166297912597656
45.800000000000026,32.373023986816406
45.72000000000003,32.56319046020508
45.40000000000002,32.30054473876953
45.32000000000003,32.013858795166016
45.40000000000002,31.53728485107422
45.32000000000003,31.18609619140625
45.20000000000003,30.782468795776367
45.200000000000024,30.65843963623047
45.24000000000002,31.05815887451172
44.840000000000025,31.298391342163086
44.72000000000003,32.61628723144531
44.96000000000002,33.391353607177734
45.24000000000002,35.182151794433594
45.440000000000026,35.961463928222656
45.68000000000003,37.7931022644043
46.04000000000003,38.40946578979492
45.800000000000026,39.859825134277344
45.800000000000026,40.16508483886719
45.560000000000024,40.33488082885742
45.36000000000003,40.20214080810547
44.840000000000025,39.42857360839844
44.840000000000025,37.94974899291992
44.120000000000026,35.52439880371094
43.60000000000002,33.33132553100586
43.40000000000003,29.992795944213867
43.480000000000025,27.89150619506836
43.28000000000003,25.35395622253418
43.28000000000002,24.090665817260742
43.160000000000025,22.741207122802734
43.120000000000026,22.327770233154297
42.560000000000024,21.98406982421875
41.880000000000024,21.991071701049805
41.480000000000025,21.97292709350586
41.36000000000003,21.992937088012695
41.00000000000002,21.931283950805664
40.96000000000002,21.753419876098633
41.00000000000003,21.661985397338867
40.560000000000024,21.292255401611328
40.160000000000025,21.219501495361328
39.68000000000003,20.949316024780273
39.480000000000025,21.019287109375
38.96000000000002,21.083192825317383
38.68000000000002,21.40846061706543
38.24000000000003,21.580684661865234
37.88000000000003,21.8868408203125
37.520000000000024,22.068941116333008
37.520000000000024,22.147695541381836
37.560000000000024,22.220455169677734
37.48000000000003,22.282913208007812
37.60000000000003,22.294923782348633
37.16000000000003,22.286636352539062
36.92000000000003,22.263160705566406
36.56000000000003,22.219682693481445
36.480000000000025,22.16778564453125
36.160000000000025,22.140077590942383
35.84000000000002,22.12824249267578
35.08000000000003,22.106521606445312
34.64000000000003,22.144847869873047
34.40000000000002,22.178325653076172
34.36000000000003,22.271739959716797
34.04000000000003,22.325923919677734
34.36000000000003,22.432022094726562
34.44000000000002,22.487533569335938
34.00000000000002,22.586854934692383
33.800000000000026,22.643774032592773
33.880000000000024,22.74510383605957
33.520000000000024,22.82918930053711
33.120000000000026,22.916240692138672
33.08000000000003,22.974918365478516
33.120000000000026,23.074499130249023
33.24000000000002,23.15476417541504
33.32000000000003,23.246572494506836
33.36000000000003,23.2902889251709
33.36000000000003,23.33608627319336
32.92000000000003,23.319015502929688
32.72000000000003,23.286151885986328
32.120000000000026,23.22978973388672
31.680000000000025,23.240612030029297
31.240000000000027,23.220542907714844
30.960000000000026,23.231664657592773
30.680000000000025,23.271930694580078
30.600000000000023,23.307003021240234
30.680000000000028,23.438535690307617
30.200000000000028,23.60185432434082
30.160000000000025,23.81419563293457
29.880000000000024,23.960498809814453
29.880000000000024,24.163902282714844
29.880000000000024,24.311086654663086
30.120000000000026,24.533184051513672
29.560000000000024,24.677614212036133
29.400000000000023,24.816524505615234
